year,month,site,lst,ndvi,z_score_lst,z_score_ndvi,delta,is_anomaly
2009,7,Carmel_Forest,33.02,0.4182,,,,False
2009,8,Carmel_Forest,33.06,0.3819,,,,False
2009,9,Carmel_Forest,29.0,0.384,,,,False
2009,10,Carmel_Forest,29.95,0.358,,,,False
2009,11,Carmel_Forest,20.34,0.50905,,,,False
2009,12,Carmel_Forest,16.79,0.61565,,,,False
2010,1,Carmel_Forest,15.82,0.7006,,,,False
2010,2,Carmel_Forest,16.09,0.6874,,,,False
2010,3,Carmel_Forest,19.61,0.6808,,,,False
2010,4,Carmel_Forest,25.2,0.59205,,,,False
2010,5,Carmel_Forest,28.51,0.4332,,,,False
2010,6,Carmel_Forest,31.38,0.3847,,,,False
2010,7,Carmel_Forest,31.68,0.366,,,,False
2010,8,Carmel_Forest,32.52,0.4075999999999999,,,,False
2010,9,Carmel_Forest,31.08,0.37525,,,,False
2010,10,Carmel_Forest,29.74,0.3788,,,,False
2010,11,Carmel_Forest,26.79,0.3881,,,,False
2010,12,Carmel_Forest,20.89,0.3132,,,,False
2011,1,Carmel_Forest,14.69,0.46815,,,,False
2011,2,Carmel_Forest,16.43,0.5923499999999999,,,,False
2011,3,Carmel_Forest,21.15,0.6965,,,,False
2011,4,Carmel_Forest,25.65,0.6406000000000001,,,,False
2011,5,Carmel_Forest,31.89,0.57125,,,,False
2011,6,Carmel_Forest,33.87,0.4268,,,,False
2011,7,Carmel_Forest,35.82,0.3843999999999999,,,,False
2011,8,Carmel_Forest,34.67,0.37105,,,,False
2011,9,Carmel_Forest,33.85,0.35505,,,,False
2011,10,Carmel_Forest,30.15,0.3413,,,,False
2011,11,Carmel_Forest,19.84,0.41715,,,,False
2011,12,Carmel_Forest,17.19,0.507,,,,False
2012,1,Carmel_Forest,12.58,0.60705,,,,False
2012,2,Carmel_Forest,14.34,0.65195,,,,False
2012,3,Carmel_Forest,18.31,0.6609499999999999,,,,False
2012,4,Carmel_Forest,26.75,0.5885,,,,False
2012,5,Carmel_Forest,32.05,0.42355,,,,False
2012,6,Carmel_Forest,34.38,0.36215,,,,False
2012,7,Carmel_Forest,35.28,0.36145,,,,False
2012,8,Carmel_Forest,35.08,0.36075,,,,False
2012,9,Carmel_Forest,34.22,0.3734,,,,False
2012,10,Carmel_Forest,29.9,0.39035,,,,False
2012,11,Carmel_Forest,21.94,0.6541,,,,False
2012,12,Carmel_Forest,15.77,0.6815,,,,False
2013,1,Carmel_Forest,15.47,0.67065,,,,False
2013,2,Carmel_Forest,17.87,0.72045,,,,False
2013,3,Carmel_Forest,21.81,0.6381,,,,False
2013,4,Carmel_Forest,28.32,0.54425,,,,False
2013,5,Carmel_Forest,30.37,0.3975,,,,False
2013,6,Carmel_Forest,33.39,0.3922,,,,False
2013,7,Carmel_Forest,32.92,0.35545,,,,False
2013,8,Carmel_Forest,34.07,0.35885,,,,False
2013,9,Carmel_Forest,33.16,0.36655,,,,False
2013,10,Carmel_Forest,29.38,0.3672,,,,False
2013,11,Carmel_Forest,25.16,0.351,,,,False
2013,12,Carmel_Forest,14.8,0.36305,,,,False
2014,1,Carmel_Forest,15.88,0.5146,,,,False
2014,2,Carmel_Forest,17.64,0.6215999999999999,,,,False
2014,3,Carmel_Forest,21.42,0.6636500000000001,,,,False
2014,4,Carmel_Forest,26.97,0.6306499999999999,,,,False
2014,5,Carmel_Forest,31.44,0.3788,,,,False
2014,6,Carmel_Forest,34.49,0.3813499999999999,,,,False
2014,7,Carmel_Forest,33.97,0.3501999999999999,,,,False
2014,8,Carmel_Forest,33.56,0.34645,,,,False
2014,9,Carmel_Forest,31.76,0.3282,,,,False
2014,10,Carmel_Forest,28.93,0.3835,,,,False
2014,11,Carmel_Forest,21.15,0.47555,,,,False
2014,12,Carmel_Forest,16.66,0.6049,,,,False
2015,1,Carmel_Forest,14.1,0.6185,,,,False
2015,2,Carmel_Forest,17.63,0.631,,,,False
2015,3,Carmel_Forest,19.88,0.64615,,,,False
2015,4,Carmel_Forest,25.53,0.63435,,,,False
2015,5,Carmel_Forest,31.13,0.52545,,,,False
2015,6,Carmel_Forest,30.35,0.42445,,,,False
2015,7,Carmel_Forest,34.09,0.4055499999999999,,,,False
2015,8,Carmel_Forest,34.5,0.38095,,,,False
2015,9,Carmel_Forest,33.39,0.3937,,,,False
2015,10,Carmel_Forest,28.75,0.3677,,,,False
2015,11,Carmel_Forest,21.98,0.50555,,,,False
2015,12,Carmel_Forest,16.75,0.5274,,,,False
2016,1,Carmel_Forest,14.61,0.6362,,,,False
2016,2,Carmel_Forest,18.34,0.62895,,,,False
2016,3,Carmel_Forest,20.0,0.6698999999999999,,,,False
2016,4,Carmel_Forest,28.27,0.58325,,,,False
2016,5,Carmel_Forest,32.07,0.4293,,,,False
2016,6,Carmel_Forest,35.43,0.42175,,,,False
2016,7,Carmel_Forest,34.77,0.3308,,,,False
2016,8,Carmel_Forest,33.62,0.35955,,,,False
2016,9,Carmel_Forest,33.26,0.37255,,,,False
2016,10,Carmel_Forest,31.49,0.3578,,,,False
2016,11,Carmel_Forest,21.98,0.3665,,,,False
2016,12,Carmel_Forest,14.54,0.4386,,,,False
2017,1,Carmel_Forest,12.31,0.49765,,,,False
2017,2,Carmel_Forest,16.63,0.5782499999999999,,,,False
2017,3,Carmel_Forest,21.69,0.67025,,,,False
2017,4,Carmel_Forest,27.55,0.63165,,,,False
2017,5,Carmel_Forest,32.14,0.50025,,,,False
2017,6,Carmel_Forest,34.24,0.4357499999999999,,,,False
2017,7,Carmel_Forest,35.13,0.3628,,,,False
2017,8,Carmel_Forest,33.22,0.37485,,,,False
2017,9,Carmel_Forest,32.66,0.3468,,,,False
2017,10,Carmel_Forest,29.17,0.3898,,,,False
2017,11,Carmel_Forest,22.24,0.5119,,,,False
2017,12,Carmel_Forest,16.48,0.6374,,,,False
2018,1,Carmel_Forest,14.94,0.6799999999999999,,,,False
2018,2,Carmel_Forest,15.62,0.60835,,,,False
2018,3,Carmel_Forest,22.78,0.68075,,,,False
2018,4,Carmel_Forest,26.73,0.58465,,,,False
2018,5,Carmel_Forest,30.33,0.46165,,,,False
2018,6,Carmel_Forest,33.01,0.4124,,,,False
2018,7,Carmel_Forest,32.39,0.45155,,,,False
2018,8,Carmel_Forest,31.56,0.38835,,,,False
2018,9,Carmel_Forest,33.27,0.3783499999999999,,,,False
2018,10,Carmel_Forest,28.16,0.3753,,,,False
2018,11,Carmel_Forest,23.12,0.4156999999999999,,,,False
2018,12,Carmel_Forest,15.74,0.48045,,,,False
2019,1,Carmel_Forest,13.32,0.66195,,,,False
2019,2,Carmel_Forest,15.51,0.65655,,,,False
2019,3,Carmel_Forest,20.48,0.65665,,,,False
2019,4,Carmel_Forest,22.06,0.6431,,,,False
2019,5,Carmel_Forest,30.83,0.54095,,,,False
2019,6,Carmel_Forest,31.86,0.45405,,,,False
2019,7,Carmel_Forest,33.8,0.41205,,,,False
2019,8,Carmel_Forest,32.75,0.4017,,,,False
2019,9,Carmel_Forest,32.33,0.42785,,,,False
2019,10,Carmel_Forest,30.17,0.4576,,,,False
2019,11,Carmel_Forest,24.2,0.41795,,,,False
2019,12,Carmel_Forest,16.67,0.479,,,,False
2020,1,Carmel_Forest,13.98,0.57365,,,,False
2020,2,Carmel_Forest,15.78,0.6513500000000001,,,,False
2020,3,Carmel_Forest,18.66,0.6616,,,,False
2020,4,Carmel_Forest,22.53,0.6919500000000001,,,,False
2020,5,Carmel_Forest,31.25,0.55025,,,,False
2020,6,Carmel_Forest,30.79,0.44615,,,,False
2020,7,Carmel_Forest,31.91,0.3721,,,,False
2020,8,Carmel_Forest,32.71,0.39475,,,,False
2020,9,Carmel_Forest,33.62,0.3961,,,,False
2020,10,Carmel_Forest,31.0,0.42385,,,,False
2020,11,Carmel_Forest,21.12,0.5006,,,,False
2020,12,Carmel_Forest,16.5,0.6534,,,,False
2021,1,Carmel_Forest,15.87,0.68515,,,,False
2021,2,Carmel_Forest,16.94,0.70415,,,,False
2021,3,Carmel_Forest,19.04,0.66195,,,,False
2021,4,Carmel_Forest,26.11,0.60335,,,,False
2021,5,Carmel_Forest,30.42,0.5016,,,,False
2021,6,Carmel_Forest,32.32,0.4367499999999999,,,,False
2021,7,Carmel_Forest,32.44,0.41195,,,,False
2021,8,Carmel_Forest,34.52,0.40385,,,,False
2021,9,Carmel_Forest,32.24,0.3886,,,,False
2021,10,Carmel_Forest,29.68,0.4226,,,,False
2021,11,Carmel_Forest,25.68,0.4237499999999999,,,,False
2021,12,Carmel_Forest,15.22,0.51355,,,,False
2022,1,Carmel_Forest,13.23,0.62405,,,,False
2022,2,Carmel_Forest,16.47,0.64175,,,,False
2022,3,Carmel_Forest,16.56,0.6318,,,,False
2022,4,Carmel_Forest,24.36,0.5889,,,,False
2022,5,Carmel_Forest,29.18,0.4976,,,,False
2022,6,Carmel_Forest,32.37,0.4548,,,,False
2022,7,Carmel_Forest,32.73,0.4203,,,,False
2022,8,Carmel_Forest,32.29,0.43295,,,,False
2022,9,Carmel_Forest,32.18,0.3853,,,,False
2022,10,Carmel_Forest,28.31,0.3882,,,,False
2022,11,Carmel_Forest,22.31,0.45285,,,,False
2022,12,Carmel_Forest,17.62,0.64695,,,,False
2023,1,Carmel_Forest,16.13,0.6794,,,,False
2023,2,Carmel_Forest,14.9,0.6897,,,,False
2023,3,Carmel_Forest,21.57,0.6723,,,,False
2023,4,Carmel_Forest,24.09,0.6295,,,,False
2023,5,Carmel_Forest,30.03,0.5212,,,,False
2023,6,Carmel_Forest,31.81,0.4458,,,,False
2023,7,Carmel_Forest,34.54,0.4482,,,,False
2023,8,Carmel_Forest,32.21,0.4085,,,,False
2023,9,Carmel_Forest,32.64,0.4196499999999999,,,,False
2023,10,Carmel_Forest,27.95,0.4114,,,,False
2023,11,Carmel_Forest,24.07,0.4719,,,,False
2023,12,Carmel_Forest,17.23,0.5670000000000001,,,,False
2024,1,Carmel_Forest,15.58,0.68625,,,,False
2024,2,Carmel_Forest,15.08,0.6907000000000001,,,,False
2024,3,Carmel_Forest,18.71,0.67735,,,,False
2024,4,Carmel_Forest,24.95,0.5533,,,,False
2024,5,Carmel_Forest,28.38,0.5025999999999999,,,,False
2024,6,Carmel_Forest,32.63,0.45025,,,,False
2024,7,Carmel_Forest,32.22,0.4422,,,,False
2024,8,Carmel_Forest,31.72,0.4464,,,,False
2024,9,Carmel_Forest,29.85,0.4672,,,,False
2024,10,Carmel_Forest,26.51,0.45155,,,,False
2024,11,Carmel_Forest,20.23,0.5065,,,,False
2024,12,Carmel_Forest,15.07,0.60825,,,,False
2025,1,Carmel_Forest,14.05,0.65545,,,,False
2025,2,Carmel_Forest,13.22,0.70285,,,,False
2025,3,Carmel_Forest,18.51,0.6876500000000001,,,,False
2025,4,Carmel_Forest,22.98,0.5697,,,,False
2025,5,Carmel_Forest,29.02,0.4569999999999999,,,,False
2025,6,Carmel_Forest,31.3,0.41325,,,,False
2025,7,Carmel_Forest,32.08,0.41795,,,,False
2025,8,Carmel_Forest,30.35,0.4286999999999999,,,,False
2025,9,Carmel_Forest,29.96,0.4172,,,,False
2025,10,Carmel_Forest,25.35,0.4904,,,,False
2025,11,Carmel_Forest,23.82,0.4124,,,,False
2025,12,Carmel_Forest,14.29,0.64965,,,,False
2026,1,Carmel_Forest,12.0,0.7224999999999999,,,,False
2026,2,Carmel_Forest,14.7,0.66035,,,,False
2026,3,Carmel_Forest,14.04,0.70475,,,,False
2026,4,Carmel_Forest,21.55,0.6811499999999999,,,,False
2026,5,Carmel_Forest,23.1,0.6038,,,,False
2000,2,Haifa_Coastal_Urban,18.73,0.1615,,,,False
2000,3,Haifa_Coastal_Urban,18.13,0.22065,,,,False
2000,4,Haifa_Coastal_Urban,23.1,0.25255,,,,False
2000,5,Haifa_Coastal_Urban,29.31,0.2329999999999999,,,,False
2000,6,Haifa_Coastal_Urban,33.61,0.27945,,,,False
2000,7,Haifa_Coastal_Urban,35.36,0.2351,,,,False
2000,8,Haifa_Coastal_Urban,33.99,0.2152,,,,False
2000,9,Haifa_Coastal_Urban,32.03,0.21105,,,,False
2000,10,Haifa_Coastal_Urban,28.21,0.18985,,,,False
2000,11,Haifa_Coastal_Urban,22.78,0.209,,,,False
2000,12,Haifa_Coastal_Urban,16.47,0.2214499999999999,,,,False
2001,1,Haifa_Coastal_Urban,14.76,0.2018,,,,False
2001,2,Haifa_Coastal_Urban,16.95,0.22065,,,,False
2001,3,Haifa_Coastal_Urban,22.46,0.2367,,,,False
2001,4,Haifa_Coastal_Urban,26.5,0.23445,,,,False
2001,5,Haifa_Coastal_Urban,30.55,0.22655,,,,False
2001,6,Haifa_Coastal_Urban,32.97,0.2443499999999999,,,,False
2001,7,Haifa_Coastal_Urban,34.48,0.2519,,,,False
2001,8,Haifa_Coastal_Urban,34.04,0.20185,,,,False
2001,9,Haifa_Coastal_Urban,31.96,0.2168999999999999,,,,False
2001,10,Haifa_Coastal_Urban,28.21,0.2018,,,,False
2001,11,Haifa_Coastal_Urban,21.17,0.22155,,,,False
2001,12,Haifa_Coastal_Urban,16.09,0.19435,,,,False
2002,1,Haifa_Coastal_Urban,13.55,0.1793,,,,False
2002,2,Haifa_Coastal_Urban,17.47,0.22385,,,,False
2002,3,Haifa_Coastal_Urban,20.64,0.2183999999999999,,,,False
2002,4,Haifa_Coastal_Urban,24.17,0.2467,,,,False
2002,5,Haifa_Coastal_Urban,28.78,0.22675,,,,False
2002,6,Haifa_Coastal_Urban,33.33,0.2538,,,,False
2002,7,Haifa_Coastal_Urban,34.77,0.241,,,,False
2002,8,Haifa_Coastal_Urban,34.53,0.26935,,,,False
2002,9,Haifa_Coastal_Urban,32.03,0.187,,,,False
2002,10,Haifa_Coastal_Urban,27.32,0.2007,,,,False
2002,11,Haifa_Coastal_Urban,22.92,0.23945,,,,False
2002,12,Haifa_Coastal_Urban,16.13,0.23615,,,,False
2003,1,Haifa_Coastal_Urban,16.25,0.2091,,,,False
2003,2,Haifa_Coastal_Urban,15.14,0.224,,,,False
2003,3,Haifa_Coastal_Urban,17.14,0.1871499999999999,,,,False
2003,4,Haifa_Coastal_Urban,23.52,0.22495,,,,False
2003,5,Haifa_Coastal_Urban,29.56,0.2222,,,,False
2003,6,Haifa_Coastal_Urban,32.54,0.2904,,,,False
2003,7,Haifa_Coastal_Urban,34.23,0.24695,,,,False
2003,8,Haifa_Coastal_Urban,34.07,0.24275,,,,False
2003,9,Haifa_Coastal_Urban,31.46,0.2292,,,,False
2003,10,Haifa_Coastal_Urban,27.33,0.2539,,,,False
2003,11,Haifa_Coastal_Urban,21.78,0.24365,,,,False
2003,12,Haifa_Coastal_Urban,15.98,0.2178,,,,False
2004,1,Haifa_Coastal_Urban,13.97,0.218,,,,False
2004,2,Haifa_Coastal_Urban,14.65,0.1837,,,,False
2004,3,Haifa_Coastal_Urban,20.18,0.22995,,,,False
2004,4,Haifa_Coastal_Urban,24.86,0.2131,,,,False
2004,5,Haifa_Coastal_Urban,28.32,0.2365,,,,False
2004,6,Haifa_Coastal_Urban,32.0,0.26815,,,,False
2004,7,Haifa_Coastal_Urban,34.66,0.2339999999999999,,,,False
2004,8,Haifa_Coastal_Urban,34.26,0.218,,,,False
2004,9,Haifa_Coastal_Urban,31.86,0.21405,,,,False
2004,10,Haifa_Coastal_Urban,28.18,0.1886999999999999,,,,False
2004,11,Haifa_Coastal_Urban,21.51,0.1622,,,,False
2004,12,Haifa_Coastal_Urban,15.42,0.2308,,,,False
2005,1,Haifa_Coastal_Urban,14.25,0.23145,,,,False
2005,2,Haifa_Coastal_Urban,15.42,0.20825,,,,False
2005,3,Haifa_Coastal_Urban,20.7,0.2613,,,,False
2005,4,Haifa_Coastal_Urban,24.61,0.20345,,,,False
2005,5,Haifa_Coastal_Urban,28.17,0.25365,,,,False
2005,6,Haifa_Coastal_Urban,32.27,0.2301,,,,False
2005,7,Haifa_Coastal_Urban,34.04,0.2116,,,,False
2005,8,Haifa_Coastal_Urban,33.39,0.2278,,,,False
2005,9,Haifa_Coastal_Urban,31.98,0.2486,,,,False
2005,10,Haifa_Coastal_Urban,27.75,0.2904,,,,False
2005,11,Haifa_Coastal_Urban,20.09,0.23725,,,,False
2005,12,Haifa_Coastal_Urban,18.17,0.21005,,,,False
2006,1,Haifa_Coastal_Urban,14.04,0.1582,,,,False
2006,2,Haifa_Coastal_Urban,16.38,0.2558,,,,False
2006,3,Haifa_Coastal_Urban,19.96,0.23825,,,,False
2006,4,Haifa_Coastal_Urban,23.09,0.22095,,,,False
2006,5,Haifa_Coastal_Urban,28.97,0.2643,,,,False
2006,6,Haifa_Coastal_Urban,32.52,0.2216,,,,False
2006,7,Haifa_Coastal_Urban,33.13,0.2385,,,,False
2006,8,Haifa_Coastal_Urban,33.48,0.21255,,,,False
2006,9,Haifa_Coastal_Urban,32.77,0.1883,,,,False
2006,10,Haifa_Coastal_Urban,27.35,0.2259,,,,False
2006,11,Haifa_Coastal_Urban,19.93,0.2585,,,,False
2006,12,Haifa_Coastal_Urban,15.94,0.24225,,,,False
2007,1,Haifa_Coastal_Urban,14.29,0.2317,,,,False
2007,2,Haifa_Coastal_Urban,15.55,0.21665,,,,False
2007,3,Haifa_Coastal_Urban,19.66,0.1953,,,,False
2007,4,Haifa_Coastal_Urban,22.06,0.2625,,,,False
2007,5,Haifa_Coastal_Urban,27.93,0.2097,,,,False
2007,6,Haifa_Coastal_Urban,32.49,0.23045,,,,False
2007,7,Haifa_Coastal_Urban,34.08,0.23855,,,,False
2007,8,Haifa_Coastal_Urban,33.48,0.21945,,,,False
2007,9,Haifa_Coastal_Urban,30.99,0.20945,,,,False
2007,10,Haifa_Coastal_Urban,27.94,0.2489,,,,False
2007,11,Haifa_Coastal_Urban,21.65,0.1981,,,,False
2007,12,Haifa_Coastal_Urban,15.95,0.2361,,,,False
2008,1,Haifa_Coastal_Urban,12.38,0.2465,,,,False
2008,2,Haifa_Coastal_Urban,15.73,0.22685,,,,False
2008,3,Haifa_Coastal_Urban,22.75,0.2405,,,,False
2008,4,Haifa_Coastal_Urban,26.18,0.2405499999999999,,,,False
2008,5,Haifa_Coastal_Urban,28.85,0.19385,,,,False
2008,6,Haifa_Coastal_Urban,33.78,0.2113,,,,False
2008,7,Haifa_Coastal_Urban,34.8,0.20865,,,,False
2008,8,Haifa_Coastal_Urban,33.27,0.22965,,,,False
2008,9,Haifa_Coastal_Urban,31.32,0.21675,,,,False
2008,10,Haifa_Coastal_Urban,27.29,0.2043499999999999,,,,False
2008,11,Haifa_Coastal_Urban,22.24,0.1972,,,,False
2008,12,Haifa_Coastal_Urban,16.49,0.2167,,,,False
2009,1,Haifa_Coastal_Urban,14.37,0.2378,,,,False
2009,2,Haifa_Coastal_Urban,16.39,0.22355,,,,False
2009,3,Haifa_Coastal_Urban,18.96,0.23645,,,,False
2009,4,Haifa_Coastal_Urban,24.48,0.21665,,,,False
2009,5,Haifa_Coastal_Urban,29.19,0.2133499999999999,,,,False
2009,6,Haifa_Coastal_Urban,33.72,0.26745,,,,False
2009,7,Haifa_Coastal_Urban,34.83,0.2317,,,,False
2009,8,Haifa_Coastal_Urban,35.06,0.2166,,,,False
2009,9,Haifa_Coastal_Urban,31.25,0.2217,,,,False
2009,10,Haifa_Coastal_Urban,28.98,0.1692,,,,False
2009,11,Haifa_Coastal_Urban,20.33,0.20895,,,,False
2009,12,Haifa_Coastal_Urban,16.8,0.2268,,,,False
2010,1,Haifa_Coastal_Urban,16.24,0.2536,,,,False
2010,2,Haifa_Coastal_Urban,17.75,0.19725,,,,False
2010,3,Haifa_Coastal_Urban,19.58,0.21305,,,,False
2010,4,Haifa_Coastal_Urban,25.42,0.19425,,,,False
2010,5,Haifa_Coastal_Urban,30.17,0.21125,,,,False
2010,6,Haifa_Coastal_Urban,31.73,0.19415,,,,False
2010,7,Haifa_Coastal_Urban,33.44,0.2254499999999999,,,,False
2010,8,Haifa_Coastal_Urban,34.94,0.25265,,,,False
2010,9,Haifa_Coastal_Urban,32.69,0.2108,,,,False
2010,10,Haifa_Coastal_Urban,28.74,0.2279,,,,False
2010,11,Haifa_Coastal_Urban,25.21,0.22975,,,,False
2010,12,Haifa_Coastal_Urban,19.1,0.2604,,,,False
2011,1,Haifa_Coastal_Urban,14.78,0.2276,,,,False
2011,2,Haifa_Coastal_Urban,17.4,0.2238,,,,False
2011,3,Haifa_Coastal_Urban,20.41,0.22205,,,,False
2011,4,Haifa_Coastal_Urban,23.26,0.22335,,,,False
2011,5,Haifa_Coastal_Urban,26.88,0.24495,,,,False
2011,6,Haifa_Coastal_Urban,32.15,0.2370499999999999,,,,False
2011,7,Haifa_Coastal_Urban,33.83,0.24725,,,,False
2011,8,Haifa_Coastal_Urban,34.17,0.22565,,,,False
2011,9,Haifa_Coastal_Urban,31.69,0.236,,,,False
2011,10,Haifa_Coastal_Urban,27.42,0.3225,,,,False
2011,11,Haifa_Coastal_Urban,19.22,0.19475,,,,False
2011,12,Haifa_Coastal_Urban,16.08,0.2142,,,,False
2012,1,Haifa_Coastal_Urban,13.18,0.24145,,,,False
2012,2,Haifa_Coastal_Urban,15.5,0.1813,,,,False
2012,3,Haifa_Coastal_Urban,18.45,0.25505,,,,False
