year,month,site,lst,ndvi,z_score_lst,z_score_ndvi,delta,is_anomaly
2011,10,Hula Valley,23.01,0.412,0.12,0.1,0.02,False
2011,11,Hula Valley,17.55,0.457,0.47,1.3,-0.83,False
2011,12,Hula Valley,12.41,0.48,0.59,0.01,0.58,False
2012,1,Hula Valley,10.47,0.538,0.25,-0.34,0.59,False
2012,2,Hula Valley,11.46,0.627,-0.14,1.38,-1.52,False
2012,3,Hula Valley,16.51,0.639,0.34,-1.59,1.93,True
2012,4,Hula Valley,22.57,0.693,-0.06,1.11,-1.17,False
2012,5,Hula Valley,29.01,0.655,1.01,0.19,0.82,False
2012,6,Hula Valley,32.3,0.596,-0.35,-0.5,0.15,False
2012,7,Hula Valley,34.72,0.562,0.47,0.58,-0.11,False
2012,8,Hula Valley,33.24,0.477,-0.06,-0.16,0.1,False
2012,9,Hula Valley,28.51,0.435,0.17,0.48,-0.31,False
2012,10,Hula Valley,21.7,0.393,-0.9,-0.8,-0.1,False
2012,11,Hula Valley,17.12,0.431,0.23,0.03,0.2,False
2012,12,Hula Valley,10.18,0.469,-1.0,-0.65,-0.35,False
2013,1,Hula Valley,10.55,0.558,0.36,0.68,-0.32,False
2013,2,Hula Valley,12.48,0.601,1.15,-0.73,1.88,False
2013,3,Hula Valley,16.36,0.683,0.18,1.49,-1.31,False
2013,4,Hula Valley,21.39,0.67,-0.63,-0.58,-0.05,False
2013,5,Hula Valley,27.72,0.665,-0.52,0.58,-1.1,False
2013,6,Hula Valley,32.46,0.572,-0.28,-1.7,1.42,True
2013,7,Hula Valley,34.54,0.54,0.25,-0.44,0.69,False
2013,8,Hula Valley,31.45,0.489,-0.75,0.52,-1.27,False
2013,9,Hula Valley,29.34,0.417,1.0,-0.72,1.72,False
2013,10,Hula Valley,21.93,0.417,-0.72,0.34,-1.06,False
2013,11,Hula Valley,14.56,0.416,-1.19,-0.71,-0.48,False
2013,12,Hula Valley,11.44,0.505,-0.1,1.5,-1.6,False
2014,1,Hula Valley,9.43,0.542,-1.19,-0.14,-1.05,False
2014,2,Hula Valley,10.14,0.607,-1.81,-0.24,-1.57,False
2014,3,Hula Valley,17.43,0.638,1.31,-1.66,2.97,True
2014,4,Hula Valley,22.37,0.696,-0.16,1.33,-1.49,False
2014,5,Hula Valley,29.11,0.626,1.13,-0.91,2.04,False
2014,6,Hula Valley,32.81,0.611,-0.11,0.25,-0.36,False
2014,7,Hula Valley,34.66,0.54,0.4,-0.44,0.84,False
2014,8,Hula Valley,32.7,0.448,-0.27,-1.81,1.54,True
2014,9,Hula Valley,28.42,0.431,0.08,0.21,-0.13,False
2014,10,Hula Valley,21.75,0.402,-0.86,-0.37,-0.49,False
2014,11,Hula Valley,16.14,0.424,-0.32,-0.31,-0.01,False
2014,12,Hula Valley,11.47,0.486,-0.08,0.37,-0.45,False
2015,1,Hula Valley,10.78,0.536,0.68,-0.45,1.13,False
2015,2,Hula Valley,11.68,0.601,0.14,-0.73,0.87,False
2015,3,Hula Valley,16.95,0.638,0.8,-1.66,2.46,True
2015,4,Hula Valley,21.91,0.691,-0.38,0.97,-1.35,False
2015,5,Hula Valley,28.1,0.658,-0.07,0.31,-0.38,False
2015,6,Hula Valley,33.23,0.604,0.08,-0.1,0.18,False
2015,7,Hula Valley,34.87,0.569,0.65,0.91,-0.26,False
2015,8,Hula Valley,38.79,0.495,2.07,0.86,1.21,True
2015,9,Hula Valley,27.45,0.427,-0.88,-0.06,-0.82,False
2015,10,Hula Valley,24.38,0.421,1.18,0.53,0.65,False
2015,11,Hula Valley,15.63,0.409,-0.6,-1.05,0.45,False
2015,12,Hula Valley,12.18,0.483,0.43,0.19,0.24,False
2016,1,Hula Valley,10.22,0.505,-0.1,-2.03,1.93,True
2016,2,Hula Valley,11.4,0.612,-0.22,0.16,-0.38,False
2016,3,Hula Valley,14.27,0.676,-2.03,1.0,-3.03,False
2016,4,Hula Valley,22.93,0.68,0.11,0.15,-0.04,False
2016,5,Hula Valley,27.37,0.611,-0.94,-1.48,0.54,False
2016,6,Hula Valley,33.38,0.636,0.15,1.5,-1.35,False
2016,7,Hula Valley,35.66,0.549,1.6,-0.02,1.62,True
2016,8,Hula Valley,33.82,0.474,0.16,-0.33,0.49,False
2016,9,Hula Valley,27.03,0.437,-1.3,0.61,-1.91,False
2016,10,Hula Valley,22.31,0.4,-0.43,-0.47,0.04,False
2016,11,Hula Valley,15.76,0.426,-0.53,-0.22,-0.31,False
2016,12,Hula Valley,10.34,0.475,-0.89,-0.29,-0.6,False
2017,1,Hula Valley,10.18,0.55,-0.16,0.27,-0.43,False
2017,2,Hula Valley,11.03,0.606,-0.68,-0.32,-0.36,False
2017,3,Hula Valley,17.09,0.666,0.95,0.3,0.65,False
2017,4,Hula Valley,21.62,0.679,-0.52,0.08,-0.6,False
2017,5,Hula Valley,27.83,0.61,-0.39,-1.52,1.13,True
2017,6,Hula Valley,33.38,0.593,0.15,-0.65,0.8,False
2017,7,Hula Valley,35.1,0.529,0.93,-0.95,1.88,False
2017,8,Hula Valley,31.36,0.481,-0.79,0.07,-0.86,False
2017,9,Hula Valley,28.52,0.435,0.18,0.48,-0.3,False
2017,10,Hula Valley,22.43,0.387,-0.33,-1.09,0.76,False
2017,11,Hula Valley,16.3,0.421,-0.23,-0.46,0.23,False
2017,12,Hula Valley,12.5,0.489,0.66,0.55,0.11,False
2018,1,Hula Valley,10.18,0.551,-0.16,0.32,-0.48,False
2018,2,Hula Valley,11.42,0.616,-0.19,0.49,-0.68,False
2018,3,Hula Valley,15.51,0.676,-0.72,1.0,-1.72,False
2018,4,Hula Valley,22.14,0.662,-0.27,-1.17,0.9,False
2018,5,Hula Valley,28.29,0.623,0.15,-1.03,1.18,False
2018,6,Hula Valley,32.3,0.585,-0.35,-1.05,0.7,False
2018,7,Hula Valley,34.3,0.56,-0.04,0.49,-0.53,False
2018,8,Hula Valley,33.0,0.467,-0.16,-0.73,0.57,False
2018,9,Hula Valley,28.94,0.389,0.6,-2.59,3.19,True
2018,10,Hula Valley,22.34,0.427,-0.4,0.81,-1.21,False
2018,11,Hula Valley,16.75,0.447,0.02,0.81,-0.79,False
2018,12,Hula Valley,11.15,0.481,-0.31,0.07,-0.38,False
2019,1,Hula Valley,10.54,0.526,0.34,-0.96,1.3,False
2019,2,Hula Valley,12.01,0.605,0.56,-0.41,0.97,False
2019,3,Hula Valley,16.56,0.658,0.39,-0.26,0.65,False
2019,4,Hula Valley,22.79,0.671,0.05,-0.51,0.56,False
2019,5,Hula Valley,28.34,0.639,0.21,-0.42,0.63,False
2019,6,Hula Valley,31.72,0.613,-0.62,0.35,-0.97,False
2019,7,Hula Valley,35.46,0.519,1.36,-1.41,2.77,False
2019,8,Hula Valley,30.97,0.448,-0.94,-1.81,0.87,True
2019,9,Hula Valley,29.06,0.444,0.72,1.07,-0.35,False
2019,10,Hula Valley,24.86,0.395,1.55,-0.71,2.26,True
2019,11,Hula Valley,15.85,0.445,-0.48,0.72,-1.2,False
2019,12,Hula Valley,11.83,0.451,0.18,-1.72,1.9,True
2020,1,Hula Valley,12.74,0.54,3.39,-0.24,3.63,True
2020,2,Hula Valley,12.11,0.604,0.68,-0.49,1.17,False
2020,3,Hula Valley,16.9,0.647,0.75,-1.03,1.78,False
2020,4,Hula Valley,23.22,0.658,0.25,-1.47,1.72,False
2020,5,Hula Valley,29.81,0.609,1.96,-1.56,3.52,True
2020,6,Hula Valley,34.42,0.612,0.63,0.3,0.33,False
2020,7,Hula Valley,35.74,0.551,1.7,0.07,1.63,True
2020,8,Hula Valley,32.22,0.472,-0.46,-0.44,-0.02,False
2020,9,Hula Valley,27.56,0.404,-0.77,-1.59,0.82,True
2020,10,Hula Valley,22.3,0.426,-0.43,0.76,-1.19,False
2020,11,Hula Valley,16.17,0.446,-0.3,0.76,-1.06,False
2020,12,Hula Valley,11.23,0.47,-0.25,-0.59,0.34,False
2021,1,Hula Valley,9.59,0.551,-0.97,0.32,-1.29,False
2021,2,Hula Valley,11.06,0.612,-0.65,0.16,-0.81,False
2021,3,Hula Valley,17.34,0.657,1.21,-0.33,1.54,False
2021,4,Hula Valley,23.8,0.674,0.53,-0.29,0.82,False
2021,5,Hula Valley,28.28,0.653,0.14,0.12,0.02,False
2021,6,Hula Valley,32.2,0.596,-0.4,-0.5,0.1,False
2021,7,Hula Valley,33.44,0.536,-1.08,-0.62,-0.46,False
2021,8,Hula Valley,32.26,0.461,-0.44,-1.07,0.63,False
2021,9,Hula Valley,28.51,0.431,0.17,0.21,-0.04,False
2021,10,Hula Valley,21.46,0.403,-1.09,-0.33,-0.76,False
2021,11,Hula Valley,15.84,0.426,-0.48,-0.22,-0.26,False
2021,12,Hula Valley,13.02,0.491,1.03,0.67,0.36,False
2022,1,Hula Valley,12.51,0.517,3.07,-1.42,4.49,True
2022,2,Hula Valley,20.45,0.592,11.26,-1.46,12.72,True
2022,3,Hula Valley,16.01,0.615,-0.19,-3.27,3.08,True
2022,4,Hula Valley,22.13,0.68,-0.27,0.15,-0.42,False
2022,5,Hula Valley,34.07,0.679,7.01,1.11,5.9,True
2022,6,Hula Valley,31.33,0.605,-0.8,-0.05,-0.75,False
2022,7,Hula Valley,38.68,0.524,5.25,-1.18,6.43,True
2022,8,Hula Valley,33.27,0.471,-0.05,-0.5,0.45,False
2022,9,Hula Valley,33.24,0.386,4.88,-2.79,7.67,True
2022,10,Hula Valley,21.82,0.414,-0.81,0.19,-1.0,False
2022,11,Hula Valley,17.2,0.402,0.27,-1.39,1.66,False
2022,12,Hula Valley,12.53,0.482,0.68,0.13,0.55,False
2023,1,Hula Valley,9.99,0.546,-0.42,0.07,-0.49,False
2023,2,Hula Valley,12.29,0.625,0.91,1.22,-0.31,False
2023,3,Hula Valley,16.8,0.629,0.64,-2.29,2.93,True
2023,4,Hula Valley,22.55,0.684,-0.07,0.45,-0.52,False
2023,5,Hula Valley,28.34,0.655,0.21,0.19,0.02,False
2023,6,Hula Valley,31.34,0.578,-0.8,-1.4,0.6,False
2023,7,Hula Valley,34.9,0.538,0.69,-0.53,1.22,False
2023,8,Hula Valley,32.85,0.483,-0.21,0.18,-0.39,False
2023,9,Hula Valley,28.03,0.413,-0.31,-0.99,0.68,False
2023,10,Hula Valley,23.21,0.411,0.27,0.05,0.22,False
2023,11,Hula Valley,17.44,0.409,0.4,-1.05,1.45,False
2023,12,Hula Valley,10.85,0.438,-0.52,-2.5,1.98,True
2024,1,Hula Valley,10.31,0.568,0.02,1.19,-1.17,False
2024,2,Hula Valley,12.86,0.585,1.64,-2.03,3.67,True
2024,3,Hula Valley,17.21,0.648,1.08,-0.96,2.04,False
2024,4,Hula Valley,23.3,0.644,0.29,-2.5,2.79,True
2024,5,Hula Valley,27.77,0.634,-0.46,-0.61,0.15,False
2024,6,Hula Valley,32.39,0.608,-0.31,0.1,-0.41,False
2024,7,Hula Valley,35.18,0.562,1.02,0.58,0.44,False
2024,8,Hula Valley,35.18,0.479,0.68,-0.05,0.73,False
2024,9,Hula Valley,29.69,0.457,1.35,1.94,-0.59,False
2024,10,Hula Valley,22.14,0.421,-0.56,0.53,-1.09,False
2024,11,Hula Valley,18.12,0.4,0.78,-1.49,2.27,False
2024,12,Hula Valley,11.7,0.499,0.09,1.14,-1.05,False
2025,1,Hula Valley,10.23,0.535,-0.09,-0.5,0.41,False
2025,2,Hula Valley,11.84,0.584,0.34,-2.11,2.45,True
2025,3,Hula Valley,17.04,0.652,0.9,-0.68,1.58,False
2025,4,Hula Valley,23.14,0.669,0.21,-0.66,0.87,False
2025,5,Hula Valley,28.32,0.636,0.19,-0.53,0.72,False
2025,6,Hula Valley,32.9,0.602,-0.07,-0.2,0.13,False
2025,7,Hula Valley,34.84,0.539,0.61,-0.48,1.09,False
2025,8,Hula Valley,32.35,0.432,-0.41,-2.72,2.31,True
2025,9,Hula Valley,28.48,0.401,0.14,-1.79,1.93,True
2025,10,Hula Valley,23.27,0.401,0.32,-0.42,0.74,False
2025,11,Hula Valley,16.14,0.392,-0.32,-1.88,1.56,True
2025,12,Hula Valley,12.98,0.45,1.0,-1.78,2.78,True
2026,1,Hula Valley,10.28,0.554,-0.02,0.48,-0.5,False
2026,2,Hula Valley,11.8,0.584,0.29,-2.11,2.4,True
2026,3,Hula Valley,16.74,0.646,0.58,-1.1,1.68,False
2026,4,Hula Valley,21.98,0.683,-0.34,0.38,-0.72,False
2026,5,Hula Valley,29.27,0.641,1.32,-0.34,1.66,False
2026,6,Hula Valley,33.61,0.584,0.26,-1.1,1.36,False
2026,7,Hula Valley,35.54,0.51,1.46,-1.83,3.29,True
2026,8,Hula Valley,32.12,0.475,-0.49,-0.27,-0.22,False
2026,9,Hula Valley,29.16,0.417,0.82,-0.72,1.54,False
2026,10,Hula Valley,23.3,0.39,0.34,-0.94,1.28,False
2026,11,Hula Valley,17.22,0.415,0.28,-0.75,1.03,False
2026,12,Hula Valley,11.44,0.451,-0.1,-1.72,1.62,True
2000,1,Golan Heights,7.03,0.454,-0.15,0.66,-0.81,False
2000,2,Golan Heights,8.44,0.528,0.19,1.25,-1.06,False
2000,3,Golan Heights,12.07,0.554,-0.36,0.11,-0.47,False
2000,4,Golan Heights,18.11,0.574,-0.25,0.07,-0.32,False
2000,5,Golan Heights,24.2,0.544,0.04,-0.62,0.66,False
2000,6,Golan Heights,28.86,0.513,-0.14,0.18,-0.32,False
2000,7,Golan Heights,30.0,0.475,-0.27,1.44,-1.71,False
2000,8,Golan Heights,27.7,0.377,-0.65,-0.58,-0.07,False
2000,9,Golan Heights,22.91,0.338,-0.95,0.52,-1.47,False
2000,10,Golan Heights,18.53,0.31,0.08,-0.3,0.38,False
2000,11,Golan Heights,12.56,0.312,-0.12,-1.08,0.96,False
2000,12,Golan Heights,6.85,0.414,-0.77,1.96,-2.73,False
2001,1,Golan Heights,6.62,0.471,-0.29,1.71,-2.0,False
2001,2,Golan Heights,7.59,0.492,-0.3,-1.39,1.09,False
2001,3,Golan Heights,12.25,0.574,-0.28,1.39,-1.67,False
2001,4,Golan Heights,27.01,0.568,3.04,-0.36,3.4,True
2001,5,Golan Heights,25.1,0.543,1.31,-0.68,1.99,False
2001,6,Golan Heights,27.73,0.525,-0.68,0.91,-1.59,False
2001,7,Golan Heights,30.49,0.471,0.24,1.27,-1.03,False
2001,8,Golan Heights,28.78,0.384,-0.09,-0.14,0.05,False
2001,9,Golan Heights,25.19,0.381,-0.15,2.42,-2.57,False
2001,10,Golan Heights,18.69,0.343,0.19,1.25,-1.06,False
2001,11,Golan Heights,11.54,0.385,-0.64,2.59,-3.23,False
2001,12,Golan Heights,7.22,0.392,-0.58,0.63,-1.21,False
2002,1,Golan Heights,6.73,0.44,-0.25,-0.2,-0.05,False
2002,2,Golan Heights,8.53,0.501,0.24,-0.73,0.97,False
2002,3,Golan Heights,13.31,0.562,0.16,0.63,-0.47,False
2002,4,Golan Heights,17.07,0.59,-0.63,1.21,-1.84,False
2002,5,Golan Heights,24.81,0.563,0.9,0.59,0.31,False
2002,6,Golan Heights,30.15,0.513,0.47,0.18,0.29,False
2002,7,Golan Heights,29.67,0.43,-0.61,-0.45,-0.16,False
2002,8,Golan Heights,28.81,0.371,-0.07,-0.95,0.88,False
2002,9,Golan Heights,23.14,0.303,-0.87,-1.02,0.15,False
2002,10,Golan Heights,19.0,0.311,0.41,-0.25,0.66,False
2002,11,Golan Heights,16.61,0.333,1.95,-0.03,1.98,True
2002,12,Golan Heights,7.82,0.369,-0.28,-0.77,0.49,False
2003,1,Golan Heights,5.92,0.431,-0.52,-0.76,0.24,False
2003,2,Golan Heights,6.84,0.515,-0.73,0.29,-1.02,False
2003,3,Golan Heights,11.77,0.557,-0.48,0.3,-0.78,False
2003,4,Golan Heights,19.61,0.588,0.3,1.07,-0.77,False
2003,5,Golan Heights,23.55,0.563,-0.88,0.59,-1.47,False
2003,6,Golan Heights,27.66,0.515,-0.71,0.3,-1.01,False
2003,7,Golan Heights,29.86,0.465,-0.41,1.02,-1.43,False
2003,8,Golan Heights,27.87,0.392,-0.56,0.36,-0.92,False
2003,9,Golan Heights,24.39,0.294,-0.43,-1.42,0.99,False
2003,10,Golan Heights,17.16,0.318,-0.86,0.07,-0.93,False
2003,11,Golan Heights,10.6,0.338,-1.12,0.23,-1.35,False
2003,12,Golan Heights,12.5,0.389,2.09,0.44,1.65,True
2004,1,Golan Heights,12.53,0.44,1.69,-0.2,1.89,True
2004,2,Golan Heights,6.75,0.51,-0.78,-0.07,-0.71,False
2004,3,Golan Heights,13.21,0.539,0.12,-0.85,0.97,False
2004,4,Golan Heights,17.46,0.565,-0.49,-0.57,0.08,False
2004,5,Golan Heights,23.39,0.552,-1.11,-0.11,-1.0,False
2004,6,Golan Heights,27.42,0.519,-0.83,0.55,-1.38,False
2004,7,Golan Heights,31.97,0.455,1.79,0.6,1.19,True
2004,8,Golan Heights,29.67,0.402,0.38,0.98,-0.6,False
2004,9,Golan Heights,25.38,0.303,-0.08,-1.02,0.94,False
2004,10,Golan Heights,18.0,0.321,-0.28,0.22,-0.5,False
2004,11,Golan Heights,10.95,0.33,-0.94,-0.18,-0.76,False
2004,12,Golan Heights,7.97,0.369,-0.2,-0.77,0.57,False
2005,1,Golan Heights,6.1,0.417,-0.46,-1.62,1.16,True
2005,2,Golan Heights,6.58,0.513,-0.88,0.15,-1.03,False
2005,3,Golan Heights,11.44,0.57,-0.62,1.14,-1.76,False
2005,4,Golan Heights,16.92,0.569,-0.69,-0.29,-0.4,False
2005,5,Golan Heights,23.16,0.571,-1.43,1.1,-2.53,False
2005,6,Golan Heights,30.18,0.522,0.49,0.73,-0.24,False
2005,7,Golan Heights,29.69,0.46,-0.59,0.81,-1.4,False
